LED_type,Sample_ID,Material,Dies,CCT,Ts,IF,Time,Flux
4,25,1,1,2700,55,150,1000,99.9398315282792
4,25,1,1,2700,55,150,2000,98.8166867228239
4,25,1,1,2700,55,150,3000,98.7364620938628
4,25,1,1,2700,55,150,4000,98.6161251504212
4,25,1,1,2700,55,150,5000,98.2751704773365
4,25,1,1,2700,55,150,6000,97.7135980746089
4,25,1,1,2700,55,150,7000,97.6133172884075
4,25,1,1,2700,55,150,8000,97.0116325711994
4,25,1,1,2700,55,150,9000,96.6105094263939
4,1,1,1,2700,85,150,0,100
4,1,1,1,2700,85,150,1000,99.3121586081327
4,1,1,1,2700,85,150,2000,99.0896216872345
4,1,1,1,2700,85,150,3000,98.50293344123
4,1,1,1,2700,85,150,4000,97.9567064535707
4,1,1,1,2700,85,150,5000,97.4711713534291
4,1,1,1,2700,85,150,6000,96.2371029739025
4,1,1,1,2700,85,150,7000,96.3787173781105
4,1,1,1,2700,85,150,8000,95.8122597612786
4,1,1,1,2700,85,150,9000,95.185110256929
4,2,1,1,2700,85,150,0,100
4,2,1,1,2700,85,150,1000,100.161225312374
4,2,1,1,2700,85,150,2000,99.838774687626
4,2,1,1,2700,85,150,3000,99.4155582426441
4,2,1,1,2700,85,150,4000,97.9242241031842
4,2,1,1,2700,85,150,5000,97.2390165255945
4,2,1,1,2700,85,150,6000,96.5336557839581
4,2,1,1,2700,85,150,7000,96.8359532446594
4,2,1,1,2700,85,150,8000,96.0096735187424
4,2,1,1,2700,85,150,9000,95.304312777106
4,3,1,1,2700,85,150,0,100
4,3,1,1,2700,85,150,1000,99.9196787148594
4,3,1,1,2700,85,150,2000,99.6987951807229
4,3,1,1,2700,85,150,3000,99.1967871485944
4,3,1,1,2700,85,150,4000,97.9317269076305
4,3,1,1,2700,85,150,5000,97.3293172690763
4,3,1,1,2700,85,150,6000,96.2248995983936
4,3,1,1,2700,85,150,7000,96.5261044176707
4,3,1,1,2700,85,150,8000,95.8835341365462
4,3,1,1,2700,85,150,9000,95.2610441767068
4,4,1,1,2700,85,150,0,100
4,4,1,1,2700,85,150,1000,99.9393694421989
4,4,1,1,2700,85,150,2000,99.2926434923201
4,4,1,1,2700,85,150,3000,98.8480194017785
4,4,1,1,2700,85,150,4000,97.9183508488278
4,4,1,1,2700,85,150,5000,97.7768795472919
4,4,1,1,2700,85,150,6000,96.9078415521423
4,4,1,1,2700,85,150,7000,96.8270008084074
4,4,1,1,2700,85,150,8000,96.3823767178658
4,4,1,1,2700,85,150,9000,95.8367016976556
4,5,1,1,2700,85,150,0,100
4,5,1,1,2700,85,150,1000,99.4543249797898
4,5,1,1,2700,85,150,2000,98.8480194017785
4,5,1,1,2700,85,150,3000,98.6257073565077
4,5,1,1,2700,85,150,4000,98.0194017784964
4,5,1,1,2700,85,150,5000,97.7970897332255
4,5,1,1,2700,85,150,6000,96.5844785772029
4,5,1,1,2700,85,150,7000,96.3823767178658
4,5,1,1,2700,85,150,8000,95.8973322554568
4,5,1,1,2700,85,150,9000,95.392077607114
4,6,1,1,2700,85,150,0,100
4,6,1,1,2700,85,150,1000,99.9800359353164
4,6,1,1,2700,85,150,2000,99.580754641645
4,6,1,1,2700,85,150,3000,99.2613296067079
4,6,1,1,2700,85,150,4000,98.2231982431623
4,6,1,1,2700,85,150,5000,97.9037732082252
4,6,1,1,2700,85,150,6000,96.566180874426
4,6,1,1,2700,85,150,7000,96.9654621680974
4,6,1,1,2700,85,150,8000,96.1269714513875
4,6,1,1,2700,85,150,9000,95.4681573168297
4,7,1,1,2700,85,150,0,100
4,7,1,1,2700,85,150,1000,99.5296523517382
4,7,1,1,2700,85,150,2000,99.9386503067485
4,7,1,1,2700,85,150,3000,98.0981595092025
4,7,1,1,2700,85,150,4000,97.6891615541922
4,7,1,1,2700,85,150,5000,97.0756646216769
4,7,1,1,2700,85,150,6000,95.5419222903885
4,7,1,1,2700,85,150,7000,95.9918200408998
4,7,1,1,2700,85,150,8000,95.4192229038855
4,7,1,1,2700,85,150,9000,94.7443762781186
4,8,1,1,2700,85,150,0,100
4,8,1,1,2700,85,150,1000,99.7994786444756
4,8,1,1,2700,85,150,2000,99.1177060356928
4,8,1,1,2700,85,150,3000,98.5562462402246
4,8,1,1,2700,85,150,4000,98.0749949869661
4,8,1,1,2700,85,150,5000,97.9346300380991
4,8,1,1,2700,85,150,6000,96.9320232604773
4,8,1,1,2700,85,150,7000,97.012231802687
4,8,1,1,2700,85,150,8000,96.4106677361139
4,8,1,1,2700,85,150,9000,95.7489472628835
4,9,1,1,2700,85,150,0,100
4,9,1,1,2700,85,150,1000,99.6548223350254
4,9,1,1,2700,85,150,2000,99.5532994923858
4,9,1,1,2700,85,150,3000,98.3147208121827
4,9,1,1,2700,85,150,4000,97.9492385786802
4,9,1,1,2700,85,150,5000,97.5634517766497
4,9,1,1,2700,85,150,6000,96.5279187817259
4,9,1,1,2700,85,150,7000,96.4467005076142
4,9,1,1,2700,85,150,8000,95.7766497461929
4,9,1,1,2700,85,150,9000,95.1878172588833
4,10,1,1,2700,85,150,0,100
4,10,1,1,2700,85,150,1000,99.5558247526752
4,10,1,1,2700,85,150,2000,98.9703210175651
4,10,1,1,2700,85,150,3000,98.2031092267313
4,10,1,1,2700,85,150,4000,97.9810216030689
4,10,1,1,2700,85,150,5000,97.3147587320816
4,10,1,1,2700,85,150,6000,96.2648899656774
4,10,1,1,2700,85,150,7000,96.7494447809408
4,10,1,1,2700,85,150,8000,96.1033716939229
4,10,1,1,2700,85,150,9000,95.4774883908742
4,11,1,1,2700,85,150,0,100
4,11,1,1,2700,85,150,1000,100.0600120024
4,11,1,1,2700,85,150,2000,99.0798159631926
4,11,1,1,2700,85,150,3000,98.9197839567914
4,11,1,1,2700,85,150,4000,98.4396879375875
4,11,1,1,2700,85,150,5000,97.879575915183
4,11,1,1,2700,85,150,6000,95.9591918383677
4,11,1,1,2700,85,150,7000,96.1792358471694
4,11,1,1,2700,85,150,8000,95.6191238247649
4,11,1,1,2700,85,150,9000,94.9189837967593
4,12,1,1,2700,85,150,0,100
4,12,1,1,2700,85,150,1000,99.741345005969
4,12,1,1,2700,85,150,2000,98.766414643852
4,12,1,1,2700,85,150,3000,98.6072423398329
4,12,1,1,2700,85,150,4000,98.0899323517708
4,12,1,1,2700,85,150,5000,97.4134500596896
4,12,1,1,2700,85,150,6000,96.2992439315559
4,12,1,1,2700,85,150,7000,96.4186231595702
4,12,1,1,2700,85,150,8000,95.841623557501
4,12,1,1,2700,85,150,9000,95.2845204934341
4,13,1,1,2700,85,150,0,100
4,13,1,1,2700,85,150,1000,100.180036007201
4,13,1,1,2700,85,150,2000,99.2198439687938
4,13,1,1,2700,85,150,3000,98.9597919583917
4,13,1,1,2700,85,150,4000,98.4196839367874
4,13,1,1,2700,85,150,5000,97.879575915183
4,13,1,1,2700,85,150,6000,95.8591718343669
4,13,1,1,2700,85,150,7000,96.5393078615723
4,13,1,1,2700,85,150,8000,95.8591718343669
4,13,1,1,2700,85,150,9000,95.1390278055611
4,14,1,1,2700,85,150,0,100
4,14,1,1,2700,85,150,1000,99.9387880024485
4,14,1,1,2700,85,150,2000,98.8369720465211
4,14,1,1,2700,85,150,3000,98.5717200571312
4,14,1,1,2700,85,150,4000,98.3676800652928
4,14,1,1,2700,85,150,5000,97.1842481126301
4,14,1,1,2700,85,150,6000,96.2864721485411
4,14,1,1,2700,85,150,7000,96.551724137931
4,14,1,1,2700,85,150,8000,95.919200163232
4,14,1,1,2700,85,150,9000,95.3682921852683
4,15,1,1,2700,85,150,0,100
4,15,1,1,2700,85,150,1000,99.5509287609716
4,15,1,1,2700,85,150,2000,99.2447438252704
4,15,1,1,2700,85,150,3000,98.958971218616
4,15,1,1,2700,85,150,4000,98.4486629924474
4,15,1,1,2700,85,150,5000,97.3259848948765
4,15,1,1,2700,85,150,6000,96.3053684425393
4,15,1,1,2700,85,150,7000,96.3053684425393
4,15,1,1,2700,85,150,8000,95.5909369259032
4,15,1,1,2700,85,150,9000,94.8765054092672
4,16,1,1,2700,85,150,0,100
4,16,1,1,2700,85,150,1000,100.059784774811
4,16,1,1,2700,85,150,2000,98.8242327620566
4,16,1,1,2700,85,150,3000,98.5850936628139
4,16,1,1,2700,85,150,4000,98.0868872060582
4,16,1,1,2700,85,150,5000,97.1303308090873
4,16,1,1,2700,85,150,6000,95.2371462734157
4,16,1,1,2700,85,150,7000,95.7353527301714
4,16,1,1,2700,85,150,8000,94.8784376245516
4,16,1,1,2700,85,150,9000,94.2805898764448
4,17,1,1,2700,85,150,0,100
4,17,1,1,2700,85,150,1000,99.7595190380762
4,17,1,1,2700,85,150,2000,100.260521042084
4,17,1,1,2700,85,150,3000,98.8176352705411
4,17,1,1,2700,85,150,4000,98.2565130260521
4,17,1,1,2700,85,150,5000,96.9539078156313
4,17,1,1,2700,85,150,6000,95.2304609218437
4,17,1,1,2700,85,150,7000,95.1703406813627
4,17,1,1,2700,85,150,8000,94.248496993988
4,17,1,1,2700,85,150,9000,93.5871743486974
4,18,1,1,2700,85,150,0,100
4,18,1,1,2700,85,150,1000,99.8989082086535
4,18,1,1,2700,85,150,2000,100.363930448848
4,18,1,1,2700,85,150,3000,98.887990295188
4,18,1,1,2700,85,150,4000,98.2814395471088
4,18,1,1,2700,85,150,5000,97.513141932875
4,18,1,1,2700,85,150,6000,95.9967650626769
4,18,1,1,2700,85,150,7000,96.1382935705621
4,18,1,1,2700,85,150,8000,95.5923978972907
4,18,1,1,2700,85,150,9000,94.9454104326729
4,19,1,1,2700,85,150,0,100
4,19,1,1,2700,85,150,1000,100.362976406534
4,19,1,1,2700,85,150,2000,99.8790078644888
4,19,1,1,2700,85,150,3000,99.3143778987699
4,19,1,1,2700,85,150,4000,98.1851179673321
4,19,1,1,2700,85,150,5000,97.3381730187538
4,19,1,1,2700,85,150,6000,96.7533776971163
4,19,1,1,2700,85,150,7000,97.0558580358943
4,19,1,1,2700,85,150,8000,96.4307320024198
4,19,1,1,2700,85,150,9000,95.8257713248639
4,20,1,1,2700,85,150,0,100
4,20,1,1,2700,85,150,1000,99.5755860953921
4,20,1,1,2700,85,150,2000,100.767987065481
4,20,1,1,2700,85,150,3000,99.7372675828618
4,20,1,1,2700,85,150,4000,98.6459175424414
4,20,1,1,2700,85,150,5000,97.3524656426839
4,20,1,1,2700,85,150,6000,95.8973322554568
4,20,1,1,2700,85,150,7000,95.9983831851253
4,20,1,1,2700,85,150,8000,95.0485044462409
4,20,1,1,2700,85,150,9000,94.341147938561
4,21,1,1,2700,85,150,0,100
4,21,1,1,2700,85,150,1000,99.8989898989899
4,21,1,1,2700,85,150,2000,99.1111111111111
4,21,1,1,2700,85,150,3000,98.6060606060606
4,21,1,1,2700,85,150,4000,98.020202020202
4,21,1,1,2700,85,150,5000,97.1313131313131
4,21,1,1,2700,85,150,6000,96.6666666666667
4,21,1,1,2700,85,150,7000,95.959595959596
4,21,1,1,2700,85,150,8000,95.1515151515152
4,21,1,1,2700,85,150,9000,94.4848484848485
4,22,1,1,2700,85,150,0,100
4,22,1,1,2700,85,150,1000,100.020064205457
4,22,1,1,2700,85,150,2000,99.438202247191
4,22,1,1,2700,85,150,3000,98.314606741573
4,22,1,1,2700,85,150,4000,97.9935794542536
4,22,1,1,2700,85,150,5000,97.0304975922953
4,22,1,1,2700,85,150,6000,96.2881219903692
4,22,1,1,2700,85,150,7000,96.2279293739968
4,22,1,1,2700,85,150,8000,95.8667736757624
4,22,1,1,2700,85,150,9000,95.3049759229534
4,23,1,1,2700,85,150,0,100
4,23,1,1,2700,85,150,1000,99.7149256770515
4,23,1,1,2700,85,150,2000,98.7578904500102
4,23,1,1,2700,85,150,3000,98.2488291590307
4,23,1,1,2700,85,150,4000,97.7194054164121
4,23,1,1,2700,85,150,5000,96.7623701893708
4,23,1,1,2700,85,150,6000,96.5180207697007
4,23,1,1,2700,85,150,7000,96.9863571574018
4,23,1,1,2700,85,150,8000,96.0904092852779
4,23,1,1,2700,85,150,9000,95.5406230910202
4,24,1,1,2700,85,150,0,100
4,24,1,1,2700,85,150,1000,100.120918984281
4,24,1,1,2700,85,150,2000,99.5969367190649
4,24,1,1,2700,85,150,3000,99.0326481257558
4,24,1,1,2700,85,150,4000,98.024989923418
4,24,1,1,2700,85,150,5000,97.1584038694075
4,24,1,1,2700,85,150,6000,96.8964127367997
4,24,1,1,2700,85,150,7000,96.8158000806127
4,24,1,1,2700,85,150,8000,96.3321241434905
4,24,1,1,2700,85,150,9000,95.6872228939943
4,25,1,1,2700,85,150,0,100
4,25,1,1,2700,85,150,1000,99.8786162249646
4,25,1,1,2700,85,150,2000,99.1503135747522
4,25,1,1,2700,85,150,3000,98.8266235079911
4,25,1,1,2700,85,150,4000,97.8757839368804
4,25,1,1,2700,85,150,5000,96.8642524782521
4,25,1,1,2700,85,150,6000,95.6301840987255
4,25,1,1,2700,85,150,7000,95.1041877402387
4,25,1,1,2700,85,150,8000,94.1331175399555
4,25,1,1,2700,85,150,9000,93.4250455189156
4,1,1,1,2700,105,150,0,100
4,1,1,1,2700,105,150,1000,99.6015142458657
4,1,1,1,2700,105,150,2000,99.2428770671449
4,1,1,1,2700,105,150,3000,98.6849970113568
4,1,1,1,2700,105,150,4000,97.9278740785017
4,1,1,1,2700,105,150,5000,97.3301454473003
4,1,1,1,2700,105,150,6000,96.0151424586571
4,1,1,1,2700,105,150,7000,96.1346881848974
4,1,1,1,2700,105,150,8000,95.2779438135087
4,1,1,1,2700,105,150,9000,94.4809723052401
4,2,1,1,2700,105,150,0,100
4,2,1,1,2700,105,150,1000,99.5640974836537
4,2,1,1,2700,105,150,2000,99.2272637210224
4,2,1,1,2700,105,150,3000,98.2167624331286
4,2,1,1,2700,105,150,4000,97.50346740638
4,2,1,1,2700,105,150,5000,97.0081236378046
4,2,1,1,2700,105,150,6000,96.0372498513969
4,2,1,1,2700,105,150,7000,96.156132355855
4,2,1,1,2700,105,150,8000,95.5815335843075
4,2,1,1,2700,105,150,9000,94.868238557559
4,3,1,1,2700,105,150,0,100
4,3,1,1,2700,105,150,1000,99.6792301523657
4,3,1,1,2700,105,150,2000,99.4386527666399
4,3,1,1,2700,105,150,3000,98.4362469927827
4,3,1,1,2700,105,150,4000,97.7746591820369
4,3,1,1,2700,105,150,5000,97.0529270248596
4,3,1,1,2700,105,150,6000,95.9703287890938
4,3,1,1,2700,105,150,7000,96.2309542902967
4,3,1,1,2700,105,150,8000,95.2886928628709
4,3,1,1,2700,105,150,9000,94.5268644747394
4,4,1,1,2700,105,150,0,100
4,4,1,1,2700,105,150,1000,99.6979460330246
4,4,1,1,2700,105,150,2000,99.0938380990737
4,4,1,1,2700,105,150,3000,98.0265807490938
4,4,1,1,2700,105,150,4000,97.2613773660894
4,4,1,1,2700,105,150,5000,96.7176802255336
4,4,1,1,2700,105,150,6000,94.8046717680226
4,4,1,1,2700,105,150,7000,94.9254933548127
4,4,1,1,2700,105,150,8000,93.8380990737012
4,4,1,1,2700,105,150,9000,93.0326218284334
4,5,1,1,2700,105,150,0,100
4,5,1,1,2700,105,150,1000,99.3517017828201
4,5,1,1,2700,105,150,2000,98.8047001620746
4,5,1,1,2700,105,150,3000,98.0753646677472
4,5,1,1,2700,105,150,4000,97.1636952998379
4,5,1,1,2700,105,150,5000,96.3330632090762
4,5,1,1,2700,105,150,6000,95.3403565640195
4,5,1,1,2700,105,150,7000,95.5429497568882
4,5,1,1,2700,105,150,8000,94.773095623987
4,5,1,1,2700,105,150,9000,94.0235008103728
4,6,1,1,2700,105,150,0,100
4,6,1,1,2700,105,150,1000,99.514071674428
4,6,1,1,2700,105,150,2000,99.028143348856
4,6,1,1,2700,105,150,3000,98.2587568333671
4,6,1,1,2700,105,150,4000,97.8335695484916
4,6,1,1,2700,105,150,5000,97.0844300465681
4,6,1,1,2700,105,150,6000,96.2745495039482
4,6,1,1,2700,105,150,7000,96.4365256124722
4,6,1,1,2700,105,150,8000,95.8493622190727
4,6,1,1,2700,105,150,9000,95.0394816764527
4,7,1,1,2700,105,150,0,100
4,7,1,1,2700,105,150,1000,100.019992003199
4,7,1,1,2700,105,150,2000,99.5401839264294
4,7,1,1,2700,105,150,3000,98.7604958016793
4,7,1,1,2700,105,150,4000,98.1207516993203
4,7,1,1,2700,105,150,5000,97.4410235905638
4,7,1,1,2700,105,150,6000,96.3214714114354
4,7,1,1,2700,105,150,7000,96.7013194722111
4,7,1,1,2700,105,150,8000,96.0815673730508
4,7,1,1,2700,105,150,9000,95.2818872451019
4,8,1,1,2700,105,150,0,100
4,8,1,1,2700,105,150,1000,99.715851430891
4,8,1,1,2700,105,150,2000,99.4925918408768
4,8,1,1,2700,105,150,3000,98.6807387862797
4,8,1,1,2700,105,150,4000,98.0109600162371
4,8,1,1,2700,105,150,5000,96.9352547188959
4,8,1,1,2700,105,150,6000,96.2451796224883
4,8,1,1,2700,105,150,7000,96.610513497057
4,8,1,1,2700,105,150,8000,95.9204384006495
4,8,1,1,2700,105,150,9000,95.1288816724173
4,9,1,1,2700,105,150,0,100
4,9,1,1,2700,105,150,1000,99.3620414673046
4,9,1,1,2700,105,150,2000,99.3221690590112
4,9,1,1,2700,105,150,3000,98.5645933014354
4,9,1,1,2700,105,150,4000,97.7870813397129
4,9,1,1,2700,105,150,5000,96.5311004784689
4,9,1,1,2700,105,150,6000,95.0358851674641
4,9,1,1,2700,105,150,7000,95.2950558213716
4,9,1,1,2700,105,150,8000,94.6969696969697
4,9,1,1,2700,105,150,9000,93.9593301435407
4,10,1,1,2700,105,150,0,100
4,10,1,1,2700,105,150,1000,100.04029820673
4,10,1,1,2700,105,150,2000,99.6373161394318
4,10,1,1,2700,105,150,3000,98.8515011082007
4,10,1,1,2700,105,150,4000,97.3403183558332
4,10,1,1,2700,105,150,5000,96.6552488414265
4,10,1,1,2700,105,150,6000,95.2851098126133
4,10,1,1,2700,105,150,7000,95.1642151924239
4,10,1,1,2700,105,150,8000,94.2776546443683
4,10,1,1,2700,105,150,9000,93.6530324400564
4,11,1,1,2700,105,150,0,100
4,11,1,1,2700,105,150,1000,99.5174909529554
4,11,1,1,2700,105,150,2000,98.5926819461198
4,11,1,1,2700,105,150,3000,97.9292320064335
4,11,1,1,2700,105,150,4000,97.1853638922396
4,11,1,1,2700,105,150,5000,96.3007639726578
4,11,1,1,2700,105,150,6000,94.6521913952553
4,11,1,1,2700,105,150,7000,94.410936871733
4,11,1,1,2700,105,150,8000,93.6067551266586
4,11,1,1,2700,105,150,9000,92.8628870124648
4,12,1,1,2700,105,150,0,100
4,12,1,1,2700,105,150,1000,99.8591549295775
4,12,1,1,2700,105,150,2000,99.3158953722334
4,12,1,1,2700,105,150,3000,98.2494969818913
4,12,1,1,2700,105,150,4000,97.5855130784708
4,12,1,1,2700,105,150,5000,96.579476861167
4,12,1,1,2700,105,150,6000,94.4265593561368
4,12,1,1,2700,105,150,7000,94.9496981891348
4,12,1,1,2700,105,150,8000,94.1046277665996
4,12,1,1,2700,105,150,9000,93.3601609657948
4,13,1,1,2700,105,150,0,100
4,13,1,1,2700,105,150,1000,100
4,13,1,1,2700,105,150,2000,98.9686552072801
4,13,1,1,2700,105,150,3000,98.0182002022245
4,13,1,1,2700,105,150,4000,97.5328614762386
4,13,1,1,2700,105,150,5000,96.8048533872599
4,13,1,1,2700,105,150,6000,94.3781597573306
4,13,1,1,2700,105,150,7000,94.7017189079879
4,13,1,1,2700,105,150,8000,94.0748230535895
4,13,1,1,2700,105,150,9000,93.2254802831143
4,14,1,1,2700,105,150,0,100
4,14,1,1,2700,105,150,1000,99.5166163141994
4,14,1,1,2700,105,150,2000,98.7915407854985
4,14,1,1,2700,105,150,3000,98.4894259818731
4,14,1,1,2700,105,150,4000,98.147029204431
4,14,1,1,2700,105,150,5000,96.7573011077543
4,14,1,1,2700,105,150,6000,95.2870090634441
4,14,1,1,2700,105,150,7000,95.6294058408862
4,14,1,1,2700,105,150,8000,94.9043303121853
4,14,1,1,2700,105,150,9000,94.2396777442095
4,15,1,1,2700,105,150,0,100
4,15,1,1,2700,105,150,1000,99.9000799360512
4,15,1,1,2700,105,150,2000,98.5811350919265
4,15,1,1,2700,105,150,3000,97.8217426059153
4,15,1,1,2700,105,150,4000,97.1023181454836
4,15,1,1,2700,105,150,5000,96.462829736211
4,15,1,1,2700,105,150,6000,94.3245403677059
4,15,1,1,2700,105,150,7000,95.1838529176659
4,15,1,1,2700,105,150,8000,94.3045563549161
4,15,1,1,2700,105,150,9000,93.6450839328537
4,16,1,1,2700,105,150,0,100
4,16,1,1,2700,105,150,1000,99.8787388843977
4,16,1,1,2700,105,150,2000,99.9797898140663
4,16,1,1,2700,105,150,3000,98.8480194017785
4,16,1,1,2700,105,150,4000,97.8172999191593
4,16,1,1,2700,105,150,5000,96.78658043654
4,16,1,1,2700,105,150,6000,95.9781729991916
4,16,1,1,2700,105,150,7000,96.2004850444624
4,16,1,1,2700,105,150,8000,95.5739692805174
4,16,1,1,2700,105,150,9000,94.8464025869038
4,17,1,1,2700,105,150,0,100
4,17,1,1,2700,105,150,1000,99.6578099838969
4,17,1,1,2700,105,150,2000,98.8727858293076
4,17,1,1,2700,105,150,3000,98.1884057971015
4,17,1,1,2700,105,150,4000,97.2826086956522
4,17,1,1,2700,105,150,5000,96.4975845410628
4,17,1,1,2700,105,150,6000,95.5314009661836
4,17,1,1,2700,105,150,7000,95.7528180354267
4,17,1,1,2700,105,150,8000,95.0080515297907
4,17,1,1,2700,105,150,9000,94.1425120772947
4,18,1,1,2700,105,150,0,100
4,18,1,1,2700,105,150,1000,100.159585078795
4,18,1,1,2700,105,150,2000,100.079792539398
4,18,1,1,2700,105,150,3000,98.9626969878316
4,18,1,1,2700,105,150,4000,98.1847197287054
4,18,1,1,2700,105,150,5000,97.606223818073
4,18,1,1,2700,105,150,6000,96.6487133453022
4,18,1,1,2700,105,150,7000,96.4093357271095
4,18,1,1,2700,105,150,8000,95.6513066028326
4,18,1,1,2700,105,150,9000,94.853381208857
4,19,1,1,2700,105,150,0,100
4,19,1,1,2700,105,150,1000,100.280056011202
4,19,1,1,2700,105,150,2000,100.0200040008
4,19,1,1,2700,105,150,3000,98.7997599519904
4,19,1,1,2700,105,150,4000,98.0196039207841
4,19,1,1,2700,105,150,5000,97.4594918983797
4,19,1,1,2700,105,150,6000,96.0392078415683
4,19,1,1,2700,105,150,7000,96.1192238447689
4,19,1,1,2700,105,150,8000,95.4390878175635
4,19,1,1,2700,105,150,9000,94.7189437887577
4,20,1,1,2700,105,150,0,100
4,20,1,1,2700,105,150,1000,100.060325759099
4,20,1,1,2700,105,150,2000,99.5777196863061
4,20,1,1,2700,105,150,3000,98.4717474361552
4,20,1,1,2700,105,150,4000,97.5869696360346
4,20,1,1,2700,105,150,5000,96.8831691132113
4,20,1,1,2700,105,150,6000,95.5761109993967
4,20,1,1,2700,105,150,7000,95.7369796903278
4,20,1,1,2700,105,150,8000,94.8522018902071
4,20,1,1,2700,105,150,9000,94.0679670219184
4,21,1,1,2700,105,150,0,100
4,21,1,1,2700,105,150,1000,99.7764227642276
4,21,1,1,2700,105,150,2000,99.390243902439
4,21,1,1,2700,105,150,3000,98.5975609756097
4,21,1,1,2700,105,150,4000,97.2560975609756
4,21,1,1,2700,105,150,5000,96.0569105691057
4,21,1,1,2700,105,150,6000,94.2276422764228
4,21,1,1,2700,105,150,7000,94.390243902439
4,21,1,1,2700,105,150,8000,93.8008130081301
4,21,1,1,2700,105,150,9000,92.9674796747967
4,22,1,1,2700,105,150,0,100
4,22,1,1,2700,105,150,1000,100.198846689203
4,22,1,1,2700,105,150,2000,98.6677271823424
4,22,1,1,2700,105,150,3000,98.4489958242195
4,22,1,1,2700,105,150,4000,97.2161463511633
4,22,1,1,2700,105,150,5000,96.4207595943528
4,22,1,1,2700,105,150,6000,95.5060648240207
4,22,1,1,2700,105,150,7000,95.8639888645854
4,22,1,1,2700,105,150,8000,95.0884867766952
4,22,1,1,2700,105,150,9000,94.3129846888049
4,23,1,1,2700,105,150,0,100
4,23,1,1,2700,105,150,1000,100.260625501203
4,23,1,1,2700,105,150,2000,99.1579791499599
4,23,1,1,2700,105,150,3000,98.8171611868484
4,23,1,1,2700,105,150,4000,97.6944667201283
4,23,1,1,2700,105,150,5000,96.3111467522053
4,23,1,1,2700,105,150,6000,94.8476343223737
4,23,1,1,2700,105,150,7000,94.9077786688051
4,23,1,1,2700,105,150,8000,94.4266238973537
4,23,1,1,2700,105,150,9000,93.4643143544507
4,24,1,1,2700,105,150,0,100
4,24,1,1,2700,105,150,1000,99.4133117539955
4,24,1,1,2700,105,150,2000,98.7254703621282
4,24,1,1,2700,105,150,3000,98.4017802953672
4,24,1,1,2700,105,150,4000,97.4914019826017
4,24,1,1,2700,105,150,5000,96.6619461865264
4,24,1,1,2700,105,150,6000,95.7515678737609
4,24,1,1,2700,105,150,7000,95.4076471778272
4,24,1,1,2700,105,150,8000,94.7400364151325
4,24,1,1,2700,105,150,9000,93.971272506575
4,1,1,1,2700,55,200,0,100
4,1,1,1,2700,55,200,1000,99.9749910123951
4,1,1,1,2700,55,200,2000,99.7530362474014
4,1,1,1,2700,55,200,3000,99.1575097300592
4,1,1,1,2700,55,200,4000,99.7092705190928
4,1,1,1,2700,55,200,5000,100.664301233256
4,1,1,1,2700,55,200,6000,100.828422714413
4,2,1,1,2700,55,200,0,100
4,2,1,1,2700,55,200,1000,99.8794611588018
4,2,1,1,2700,55,200,2000,99.685621670929
4,2,1,1,2700,55,200,3000,99.1871772735417
4,2,1,1,2700,55,200,4000,99.8338518675376
4,2,1,1,2700,55,200,5000,100.817709436237
4,2,1,1,2700,55,200,6000,100.9235881481
4,3,1,1,2700,55,200,0,100
4,3,1,1,2700,55,200,1000,99.4852519397398
4,3,1,1,2700,55,200,2000,99.0082420070646
4,3,1,1,2700,55,200,3000,98.3198985599131
4,3,1,1,2700,55,200,4000,98.739546538659
4,3,1,1,2700,55,200,5000,99.5848805965643
4,3,1,1,2700,55,200,6000,99.5426138936691
4,4,1,1,2700,55,200,0,100
4,4,1,1,2700,55,200,1000,99.1525292191162
4,4,1,1,2700,55,200,2000,98.7769103015816
4,4,1,1,2700,55,200,3000,98.1808868952458
4,4,1,1,2700,55,200,4000,98.5006286184364
4,4,1,1,2700,55,200,5000,99.3077436478495
4,4,1,1,2700,55,200,6000,99.2642836078042
4,5,1,1,2700,55,200,0,100
4,5,1,1,2700,55,200,1000,99.0148541522358
4,5,1,1,2700,55,200,2000,98.2898483798969
4,5,1,1,2700,55,200,3000,97.3339490494882
4,5,1,1,2700,55,200,4000,97.4386207958131
4,5,1,1,2700,55,200,5000,97.554067574848
4,5,1,1,2700,55,200,6000,96.7536365735396
4,6,1,1,2700,55,200,0,100
4,6,1,1,2700,55,200,1000,98.9404388714734
4,6,1,1,2700,55,200,2000,98.217868338558
4,6,1,1,2700,55,200,3000,97.307210031348
4,6,1,1,2700,55,200,4000,97.5360501567398
4,6,1,1,2700,55,200,5000,97.8244514106583
4,6,1,1,2700,55,200,6000,97.128526645768
4,7,1,1,2700,55,200,0,100
4,7,1,1,2700,55,200,1000,98.7116843940989
4,7,1,1,2700,55,200,2000,97.8098634699681
4,7,1,1,2700,55,200,3000,96.8687646310233
4,7,1,1,2700,55,200,4000,96.9834561422803
4,7,1,1,2700,55,200,5000,97.2693993621267
4,7,1,1,2700,55,200,6000,96.6142437430282
4,8,1,1,2700,55,200,0,100
4,8,1,1,2700,55,200,1000,99.4781674468575
4,8,1,1,2700,55,200,2000,99.2372035914358
4,8,1,1,2700,55,200,3000,98.6938838155168
4,8,1,1,2700,55,200,4000,99.2709692272274
4,8,1,1,2700,55,200,5000,100.214872227765
4,8,1,1,2700,55,200,6000,100.351469572558
