Test_ID,Sample_ID,Time,Flux_t,DeltaColor_t
1,12,437,0.87019,NaN
1,12,460,0.86644,NaN
1,12,483,0.86362,NaN
1,12,506,0.85831,NaN
1,12,529,0.85477,NaN
1,12,552,0.85309,NaN
1,12,575,0.84715,NaN
1,12,598,0.86453,NaN
1,12,621,0.85752,NaN
1,12,644,0.85207,NaN
1,12,667,0.83571,NaN
1,12,690,0.77644,NaN
1,12,713,0.77198,NaN
1,12,736,0.77182,NaN
1,12,759,0.76419,NaN
1,12,782,0.76484,NaN
1,12,805,0.75959,NaN
1,12,828,0.75645,NaN
1,12,851,0.75693,NaN
1,12,874,0.71455,NaN
1,12,897,0.74409,NaN
1,12,920,0.75774,NaN
1,12,943,0.73939,NaN
1,12,966,0.7418,NaN
1,12,989,0.71585,NaN
1,12,1012,0.76144,NaN
1,12,1035,0.72456,NaN
1,12,1058,0.73008,NaN
1,12,1081,0.73775,NaN
1,12,1104,0.71506,NaN
1,12,1127,0.70928,NaN
1,12,1150,0.7247,NaN
1,12,1173,0.71344,NaN
1,12,1196,0.71578,NaN
1,12,1219,0.70915,NaN
1,12,1242,0.70526,NaN
1,12,1265,0.70071,NaN
1,12,1288,0.69505,NaN
1,12,1311,0.69034,NaN
1,12,1334,0.6883,NaN
1,12,1357,0.68382,NaN
1,12,1380,0.684,NaN
1,12,1403,0.67758,NaN
1,12,1426,0.67178,NaN
1,12,1449,0.66806,NaN
1,12,1472,0.67062,NaN
1,12,1495,0.66783,NaN
1,12,1518,0.64749,NaN
1,12,1541,0.64934,NaN
1,12,1564,0.64973,NaN
1,12,1587,0.65382,NaN
1,12,1610,0.65027,NaN
1,12,1633,0.64509,NaN
1,13,0,1,NaN
1,13,23,0.99161,NaN
1,13,46,0.94534,NaN
1,13,69,0.97675,NaN
1,13,92,0.96344,NaN
1,13,115,0.91749,NaN
1,13,138,0.9523,NaN
1,13,161,0.94783,NaN
1,13,184,0.94378,NaN
1,13,207,0.93212,NaN
1,13,230,0.921,NaN
1,13,253,0.91751,NaN
1,13,276,0.91637,NaN
1,13,299,0.90666,NaN
1,13,322,0.91783,NaN
1,13,345,0.89993,NaN
1,13,368,0.87293,NaN
1,13,391,0.89709,NaN
1,13,414,0.88241,NaN
1,13,437,0.89469,NaN
1,13,460,0.87901,NaN
1,13,483,0.88384,NaN
1,13,506,0.87693,NaN
1,13,529,0.87827,NaN
1,13,552,0.87051,NaN
1,13,575,0.87067,NaN
1,13,598,0.8672,NaN
1,13,621,0.86769,NaN
1,13,644,0.86031,NaN
1,13,667,0.85389,NaN
1,13,690,0.79581,NaN
1,13,713,0.78575,NaN
1,13,736,0.79418,NaN
1,13,759,0.78707,NaN
1,13,782,0.77326,NaN
1,13,805,0.77631,NaN
1,13,828,0.76713,NaN
1,13,851,0.77125,NaN
1,13,874,0.72422,NaN
1,13,897,0.76733,NaN
1,13,920,0.75724,NaN
1,13,943,0.75814,NaN
1,13,966,0.75754,NaN
1,13,989,0.74085,NaN
1,13,1012,0.76823,NaN
1,13,1035,0.74013,NaN
1,13,1058,0.74577,NaN
1,13,1081,0.747,NaN
1,13,1104,0.73841,NaN
1,13,1127,0.72982,NaN
1,13,1150,0.75094,NaN
1,13,1173,0.74018,NaN
1,13,1196,0.73722,NaN
1,13,1219,0.7223,NaN
1,13,1242,0.72664,NaN
1,13,1265,0.72273,NaN
1,13,1288,0.71948,NaN
1,13,1311,0.71299,NaN
1,13,1334,0.70821,NaN
1,13,1357,0.69653,NaN
1,13,1380,0.70917,NaN
1,13,1403,0.69644,NaN
1,13,1426,0.68581,NaN
1,13,1449,0.6878,NaN
1,13,1472,0.67971,NaN
1,13,1495,0.67338,NaN
1,13,1518,0.66818,NaN
1,13,1541,0.68009,NaN
1,13,1564,0.6751,NaN
1,13,1587,0.67577,NaN
1,13,1610,0.67268,NaN
1,13,1633,0.66387,NaN
1,14,0,1,NaN
1,14,23,0.99941,NaN
1,14,46,0.9322,NaN
1,14,69,0.96756,NaN
1,14,92,0.94957,NaN
1,14,115,0.89812,NaN
1,14,138,0.93437,NaN
1,14,161,0.92688,NaN
1,14,184,0.92434,NaN
1,14,207,0.91597,NaN
1,14,230,0.90488,NaN
1,14,253,0.89987,NaN
1,14,276,0.8981,NaN
1,14,299,0.88703,NaN
1,14,322,0.89505,NaN
1,14,345,0.88147,NaN
1,14,368,0.85006,NaN
1,14,391,0.87534,NaN
1,14,414,0.86505,NaN
1,14,437,0.86936,NaN
1,14,460,0.85818,NaN
1,14,483,0.86122,NaN
1,14,506,0.84978,NaN
1,14,529,0.85433,NaN
1,14,552,0.84282,NaN
1,14,575,0.84432,NaN
1,14,598,0.83477,NaN
1,14,621,0.84455,NaN
1,14,644,0.82545,NaN
1,14,667,0.82555,NaN
1,14,690,0.7696,NaN
1,14,713,0.76718,NaN
1,14,736,0.77025,NaN
1,14,759,0.76586,NaN
1,14,782,0.75424,NaN
1,14,805,0.75443,NaN
1,14,828,0.75256,NaN
1,14,851,0.75625,NaN
1,14,874,0.70542,NaN
1,14,897,0.74949,NaN
1,14,920,0.74682,NaN
1,14,943,0.73946,NaN
1,14,966,0.73286,NaN
1,14,989,0.72202,NaN
1,14,1012,0.75366,NaN
1,14,1035,0.71665,NaN
1,14,1058,0.72597,NaN
1,14,1081,0.72366,NaN
1,14,1104,0.71806,NaN
1,14,1127,0.70863,NaN
1,14,1150,0.73219,NaN
1,14,1173,0.72495,NaN
1,14,1196,0.72687,NaN
1,14,1219,0.70989,NaN
1,14,1242,0.71363,NaN
1,14,1265,0.71204,NaN
1,14,1288,0.70171,NaN
1,14,1311,0.6923,NaN
1,14,1334,0.69172,NaN
1,14,1357,0.67316,NaN
1,14,1380,0.69184,NaN
1,14,1403,0.68838,NaN
1,14,1426,0.6643,NaN
1,14,1449,0.67219,NaN
1,14,1472,0.67519,NaN
1,14,1495,0.66416,NaN
1,14,1518,0.65289,NaN
1,14,1541,0.66416,NaN
1,14,1564,0.65997,NaN
1,14,1587,0.66525,NaN
1,14,1610,0.65888,NaN
1,14,1633,0.6513,NaN
1,15,0,1,NaN
1,15,23,0.99124,NaN
1,15,46,0.93697,NaN
1,15,69,0.97032,NaN
1,15,92,0.954,NaN
1,15,115,0.90839,NaN
1,15,138,0.93584,NaN
1,15,161,0.93484,NaN
1,15,184,0.92478,NaN
1,15,207,0.90195,NaN
1,15,230,0.90577,NaN
1,15,253,0.90502,NaN
1,15,276,0.89658,NaN
1,15,299,0.88865,NaN
1,15,322,0.89902,NaN
1,15,345,0.88236,NaN
1,15,368,0.8535,NaN
1,15,391,0.87588,NaN
1,15,414,0.86749,NaN
1,15,437,0.86951,NaN
1,15,460,0.85832,NaN
1,15,483,0.86258,NaN
1,15,506,0.85143,NaN
1,15,529,0.85514,NaN
1,15,552,0.84597,NaN
1,15,575,0.84652,NaN
1,15,598,0.83951,NaN
1,15,621,0.84466,NaN
1,15,644,0.83149,NaN
1,15,667,0.83336,NaN
1,15,690,0.76716,NaN
1,15,713,0.76338,NaN
1,15,736,0.76834,NaN
1,15,759,0.75916,NaN
1,15,782,0.7569,NaN
1,15,805,0.75617,NaN
1,15,828,0.74711,NaN
1,15,851,0.74882,NaN
1,15,874,0.7034,NaN
1,15,897,0.74391,NaN
1,15,920,0.74031,NaN
1,15,943,0.74153,NaN
1,15,966,0.73558,NaN
1,15,989,0.72232,NaN
1,15,1012,0.74426,NaN
1,15,1035,0.7187,NaN
1,15,1058,0.7281,NaN
1,15,1081,0.72537,NaN
1,15,1104,0.71795,NaN
1,15,1127,0.70256,NaN
1,15,1150,0.72166,NaN
1,15,1173,0.70922,NaN
1,15,1196,0.70922,NaN
1,15,1219,0.69699,NaN
1,15,1242,0.69919,NaN
1,15,1265,0.68848,NaN
1,15,1288,0.68573,NaN
1,15,1311,0.67722,NaN
1,15,1334,0.67622,NaN
1,15,1357,0.66468,NaN
1,15,1380,0.66619,NaN
1,15,1403,0.66594,NaN
1,15,1426,0.65548,NaN
1,15,1449,0.6591,NaN
1,15,1472,0.65053,NaN
1,15,1495,0.65508,NaN
1,15,1518,0.6335,NaN
1,15,1541,0.65064,NaN
1,15,1564,0.63794,NaN
1,15,1587,0.6456,NaN
1,15,1610,0.63927,NaN
1,15,1633,0.63046,NaN
1,16,0,1,NaN
1,16,23,0.99095,NaN
1,16,46,0.94244,NaN
1,16,69,0.97827,NaN
1,16,92,0.95894,NaN
1,16,115,0.92032,NaN
1,16,138,0.95505,NaN
1,16,161,0.94693,NaN
1,16,184,0.94389,NaN
1,16,207,0.93579,NaN
1,16,230,0.93007,NaN
1,16,253,0.91322,NaN
1,16,276,0.91353,NaN
1,16,299,0.9142,NaN
1,16,322,0.91802,NaN
1,16,345,0.90652,NaN
1,16,368,0.87668,NaN
1,16,391,0.8925,NaN
1,16,414,0.89228,NaN
1,16,437,0.88431,NaN
1,16,460,0.88569,NaN
1,16,483,0.87871,NaN
1,16,506,0.87775,NaN
1,16,529,0.87275,NaN
1,16,552,0.87295,NaN
1,16,575,0.86393,NaN
1,16,598,0.86284,NaN
1,16,621,0.87505,NaN
1,16,644,0.85123,NaN
1,16,667,0.84951,NaN
1,16,690,0.78223,NaN
1,16,713,0.78402,NaN
1,16,736,0.78576,NaN
1,16,759,0.77895,NaN
1,16,782,0.77732,NaN
1,16,805,0.7783,NaN
1,16,828,0.76904,NaN
1,16,851,0.771,NaN
1,16,874,0.73243,NaN
1,16,897,0.76567,NaN
1,16,920,0.76091,NaN
1,16,943,0.75754,NaN
1,16,966,0.7531,NaN
1,16,989,0.73633,NaN
1,16,1012,0.76136,NaN
1,16,1035,0.73631,NaN
1,16,1058,0.74412,NaN
1,16,1081,0.73944,NaN
1,16,1104,0.73069,NaN
1,16,1127,0.71928,NaN
1,16,1150,0.72122,NaN
1,16,1173,0.71944,NaN
1,16,1196,0.70622,NaN
1,16,1219,0.70609,NaN
1,16,1242,0.7006,NaN
1,16,1265,0.69807,NaN
1,16,1288,0.68595,NaN
1,16,1311,0.68481,NaN
1,16,1334,0.68535,NaN
1,16,1357,0.6741,NaN
1,16,1380,0.67414,NaN
1,16,1403,0.67363,NaN
1,16,1426,0.66332,NaN
1,16,1449,0.66396,NaN
1,16,1472,0.6591,NaN
1,16,1495,0.66298,NaN
1,16,1518,0.64459,NaN
1,16,1541,0.65852,NaN
1,16,1564,0.65175,NaN
1,16,1587,0.65231,NaN
1,16,1610,0.64718,NaN
1,16,1633,0.63861,NaN
