Test_ID,Sample_ID,Vf,Flux_0,CCT,CCTx,CCTy,Ts,IF,Time,Flux_t,DeltaColor_t
3,13,3.34,203.6,3088,0.4362,0.4129,85,700,4536,98.1,0.0018
3,14,3.28,195.5,3106,0.4275,0.3961,85,700,4536,98.4,0.0016
3,15,3.27,201.2,3073,0.4293,0.3961,85,700,4536,98.3,0.0014
3,16,3.33,202.7,3094,0.4298,0.3996,85,700,4536,98.2,0.0017
3,17,3.25,208.8,3117,0.4274,0.3971,85,700,4536,97.7,0.0017
3,18,3.26,210.9,3172,0.424,0.396,85,700,4536,98.2,0.0015
3,19,3.28,204.7,3216,0.4221,0.3971,85,700,4536,98.1,0.0017
3,20,3.29,200.9,3137,0.4249,0.3939,85,700,4536,98,0.0015
3,21,3.31,210.3,3079,0.4363,0.4118,85,700,4536,98.7,0.002
3,22,3.27,210.7,3187,0.4231,0.3958,85,700,4536,98,0.0017
3,23,3.33,202.4,3052,0.4373,0.4106,85,700,4536,97.2,0.0021
3,24,3.26,203.5,3130,0.428,0.4001,85,700,4536,98.6,0.0016
3,25,3.26,197,3095,0.4273,0.3943,85,700,4536,97.1,0.002
3,1,3.31,205.9,3050,0.438,0.4119,85,700,5040,98.8,0.0016
3,2,3.24,211.4,3173,0.4221,0.3918,85,700,5040,97.7,0.0012
3,3,3.3,203.4,3049,0.4387,0.4133,85,700,5040,97.7,0.0016
3,4,3.33,190.6,3098,0.4276,0.3953,85,700,5040,97.9,0.0012
3,5,3.26,195.9,3129,0.4265,0.3966,85,700,5040,97.6,0.0013
3,6,3.25,201.7,3128,0.4279,0.3995,85,700,5040,97.5,0.0012
3,7,3.22,205.5,3107,0.4297,0.401,85,700,5040,96.3,0.0016
3,8,3.23,207.7,3186,0.4236,0.3967,85,700,5040,98.1,0.0015
3,9,3.25,204.8,3194,0.4236,0.3978,85,700,5040,98.1,0.0015
3,10,3.25,202.2,3144,0.4229,0.3903,85,700,5040,97.8,0.001
3,11,3.31,209.3,3105,0.4344,0.4111,85,700,5040,98.4,0.0016
3,12,3.27,206.2,3171,0.4211,0.3892,85,700,5040,96.8,0.0012
3,13,3.34,203.6,3088,0.4362,0.4129,85,700,5040,97.6,0.0018
3,14,3.28,195.5,3106,0.4275,0.3961,85,700,5040,97.8,0.0014
3,15,3.27,201.2,3073,0.4293,0.3961,85,700,5040,97.7,0.0011
3,16,3.33,202.7,3094,0.4298,0.3996,85,700,5040,97.6,0.0014
3,17,3.25,208.8,3117,0.4274,0.3971,85,700,5040,97.2,0.0014
3,18,3.26,210.9,3172,0.424,0.396,85,700,5040,97.7,0.0014
3,19,3.28,204.7,3216,0.4221,0.3971,85,700,5040,97.3,0.0017
3,20,3.29,200.9,3137,0.4249,0.3939,85,700,5040,97.4,0.0013
3,21,3.31,210.3,3079,0.4363,0.4118,85,700,5040,98.9,0.0018
3,22,3.27,210.7,3187,0.4231,0.3958,85,700,5040,98.7,0.0016
3,23,3.33,202.4,3052,0.4373,0.4106,85,700,5040,97.3,0.0021
3,24,3.26,203.5,3130,0.428,0.4001,85,700,5040,99.3,0.0015
3,25,3.26,197,3095,0.4273,0.3943,85,700,5040,97.6,0.0019
3,1,3.31,205.9,3050,0.438,0.4119,85,700,5544,98.5,0.0015
3,2,3.24,211.4,3173,0.4221,0.3918,85,700,5544,97.8,0.0011
3,3,3.3,203.4,3049,0.4387,0.4133,85,700,5544,97.7,0.0016
3,4,3.33,190.6,3098,0.4276,0.3953,85,700,5544,97.7,0.0012
3,5,3.26,195.9,3129,0.4265,0.3966,85,700,5544,97.5,0.0013
3,6,3.25,201.7,3128,0.4279,0.3995,85,700,5544,97.7,0.0013
3,7,3.22,205.5,3107,0.4297,0.401,85,700,5544,96.3,0.0018
3,8,3.23,207.7,3186,0.4236,0.3967,85,700,5544,98,0.0015
3,9,3.25,204.8,3194,0.4236,0.3978,85,700,5544,98.3,0.0016
3,10,3.25,202.2,3144,0.4229,0.3903,85,700,5544,97.5,0.0011
3,11,3.31,209.3,3105,0.4344,0.4111,85,700,5544,98.3,0.0015
3,12,3.27,206.2,3171,0.4211,0.3892,85,700,5544,97.2,0.001
3,13,3.34,203.6,3088,0.4362,0.4129,85,700,5544,97.5,0.0017
3,14,3.28,195.5,3106,0.4275,0.3961,85,700,5544,98,0.0015
3,15,3.27,201.2,3073,0.4293,0.3961,85,700,5544,97.6,0.0011
3,16,3.33,202.7,3094,0.4298,0.3996,85,700,5544,98,0.0014
3,17,3.25,208.8,3117,0.4274,0.3971,85,700,5544,97.4,0.0016
3,18,3.26,210.9,3172,0.424,0.396,85,700,5544,97.9,0.0016
3,19,3.28,204.7,3216,0.4221,0.3971,85,700,5544,97.8,0.0015
3,20,3.29,200.9,3137,0.4249,0.3939,85,700,5544,97.4,0.0013
3,21,3.31,210.3,3079,0.4363,0.4118,85,700,5544,98.5,0.0017
3,22,3.27,210.7,3187,0.4231,0.3958,85,700,5544,98,0.0014
3,23,3.33,202.4,3052,0.4373,0.4106,85,700,5544,97.3,0.0018
3,24,3.26,203.5,3130,0.428,0.4001,85,700,5544,98.4,0.0013
3,25,3.26,197,3095,0.4273,0.3943,85,700,5544,97.2,0.0017
3,1,3.31,205.9,3050,0.438,0.4119,85,700,6048,98.2,0.0014
3,2,3.24,211.4,3173,0.4221,0.3918,85,700,6048,97.6,0.0008
3,3,3.3,203.4,3049,0.4387,0.4133,85,700,6048,97.2,0.0015
3,4,3.33,190.6,3098,0.4276,0.3953,85,700,6048,97.1,0.0008
3,5,3.26,195.9,3129,0.4265,0.3966,85,700,6048,96.8,0.0009
3,6,3.25,201.7,3128,0.4279,0.3995,85,700,6048,97.1,0.001
3,7,3.22,205.5,3107,0.4297,0.401,85,700,6048,95.9,0.0014
3,8,3.23,207.7,3186,0.4236,0.3967,85,700,6048,97.7,0.0015
3,9,3.25,204.8,3194,0.4236,0.3978,85,700,6048,98.1,0.0014
3,10,3.25,202.2,3144,0.4229,0.3903,85,700,6048,97.1,0.001
3,11,3.31,209.3,3105,0.4344,0.4111,85,700,6048,97.8,0.0012
3,12,3.27,206.2,3171,0.4211,0.3892,85,700,6048,96.6,0.0009
3,13,3.34,203.6,3088,0.4362,0.4129,85,700,6048,97.3,0.0016
3,14,3.28,195.5,3106,0.4275,0.3961,85,700,6048,97.5,0.0009
3,15,3.27,201.2,3073,0.4293,0.3961,85,700,6048,97,0.0009
3,16,3.33,202.7,3094,0.4298,0.3996,85,700,6048,97.4,0.0011
3,17,3.25,208.8,3117,0.4274,0.3971,85,700,6048,97,0.0013
3,18,3.26,210.9,3172,0.424,0.396,85,700,6048,97.5,0.0015
3,19,3.28,204.7,3216,0.4221,0.3971,85,700,6048,97.7,0.0014
3,20,3.29,200.9,3137,0.4249,0.3939,85,700,6048,97.1,0.0011
3,21,3.31,210.3,3079,0.4363,0.4118,85,700,6048,97.4,0.0015
3,22,3.27,210.7,3187,0.4231,0.3958,85,700,6048,97.3,0.0012
3,23,3.33,202.4,3052,0.4373,0.4106,85,700,6048,96.6,0.0017
3,24,3.26,203.5,3130,0.428,0.4001,85,700,6048,97.8,0.0011
3,25,3.26,197,3095,0.4273,0.3943,85,700,6048,96.5,0.0014
3,1,3.31,205.9,3050,0.438,0.4119,85,700,6552,97.7,0.0012
3,2,3.24,211.4,3173,0.4221,0.3918,85,700,6552,97.7,0.001
3,3,3.3,203.4,3049,0.4387,0.4133,85,700,6552,96.9,0.0014
3,4,3.33,190.6,3098,0.4276,0.3953,85,700,6552,96.6,0.0011
3,5,3.26,195.9,3129,0.4265,0.3966,85,700,6552,96.3,0.0012
3,6,3.25,201.7,3128,0.4279,0.3995,85,700,6552,97.1,0.0008
3,7,3.22,205.5,3107,0.4297,0.401,85,700,6552,95.5,0.0016
3,8,3.23,207.7,3186,0.4236,0.3967,85,700,6552,96.9,0.0012
3,9,3.25,204.8,3194,0.4236,0.3978,85,700,6552,98.4,0.0012
3,10,3.25,202.2,3144,0.4229,0.3903,85,700,6552,96.5,0.0014
3,11,3.31,209.3,3105,0.4344,0.4111,85,700,6552,96.8,0.0011
3,12,3.27,206.2,3171,0.4211,0.3892,85,700,6552,96.3,0.0015
3,13,3.34,203.6,3088,0.4362,0.4129,85,700,6552,96.5,0.0014
3,14,3.28,195.5,3106,0.4275,0.3961,85,700,6552,96.8,0.0011
3,15,3.27,201.2,3073,0.4293,0.3961,85,700,6552,96.1,0.0012
3,16,3.33,202.7,3094,0.4298,0.3996,85,700,6552,96.6,0.0011
3,17,3.25,208.8,3117,0.4274,0.3971,85,700,6552,96.7,0.0015
3,18,3.26,210.9,3172,0.424,0.396,85,700,6552,97.3,0.0012
3,19,3.28,204.7,3216,0.4221,0.3971,85,700,6552,97.6,0.0012
3,20,3.29,200.9,3137,0.4249,0.3939,85,700,6552,96.3,0.0012
3,21,3.31,210.3,3079,0.4363,0.4118,85,700,6552,96.2,0.0012
3,22,3.27,210.7,3187,0.4231,0.3958,85,700,6552,96.5,0.001
3,23,3.33,202.4,3052,0.4373,0.4106,85,700,6552,95.8,0.0015
3,24,3.26,203.5,3130,0.428,0.4001,85,700,6552,96.6,0.0008
3,25,3.26,197,3095,0.4273,0.3943,85,700,6552,95.9,0.0013
3,1,3.31,205.9,3050,0.438,0.4119,85,700,7056,98.4,0.0011
3,2,3.24,211.4,3173,0.4221,0.3918,85,700,7056,97.3,0.0014
3,3,3.3,203.4,3049,0.4387,0.4133,85,700,7056,96.6,0.0014
3,4,3.33,190.6,3098,0.4276,0.3953,85,700,7056,96.7,0.0014
3,5,3.26,195.9,3129,0.4265,0.3966,85,700,7056,95.9,0.0012
3,6,3.25,201.7,3128,0.4279,0.3995,85,700,7056,97.2,0.001
3,7,3.22,205.5,3107,0.4297,0.401,85,700,7056,95.3,0.0014
3,8,3.23,207.7,3186,0.4236,0.3967,85,700,7056,97.2,0.0013
3,9,3.25,204.8,3194,0.4236,0.3978,85,700,7056,98.5,0.0012
3,10,3.25,202.2,3144,0.4229,0.3903,85,700,7056,96,0.0017
3,11,3.31,209.3,3105,0.4344,0.4111,85,700,7056,97,0.0012
3,12,3.27,206.2,3171,0.4211,0.3892,85,700,7056,96.7,0.0019
3,13,3.34,203.6,3088,0.4362,0.4129,85,700,7056,96.2,0.0013
3,14,3.28,195.5,3106,0.4275,0.3961,85,700,7056,96.9,0.0014
3,15,3.27,201.2,3073,0.4293,0.3961,85,700,7056,95.7,0.0017
3,16,3.33,202.7,3094,0.4298,0.3996,85,700,7056,97.2,0.0014
3,17,3.25,208.8,3117,0.4274,0.3971,85,700,7056,96.4,0.0014
3,18,3.26,210.9,3172,0.424,0.396,85,700,7056,96.9,0.001
3,19,3.28,204.7,3216,0.4221,0.3971,85,700,7056,98.4,0.0009
3,20,3.29,200.9,3137,0.4249,0.3939,85,700,7056,95.8,0.0016
3,21,3.31,210.3,3079,0.4363,0.4118,85,700,7056,97.3,0.0011
3,22,3.27,210.7,3187,0.4231,0.3958,85,700,7056,97.1,0.001
3,23,3.33,202.4,3052,0.4373,0.4106,85,700,7056,95.2,0.0014
3,24,3.26,203.5,3130,0.428,0.4001,85,700,7056,97.1,0.0011
3,25,3.26,197,3095,0.4273,0.3943,85,700,7056,94.9,0.0017
4,1,3.11,122.6,3044,0.441,0.4176,85,350,168,98.9,0.0008
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,168,100.4,0.0006
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,168,98.9,0.001
4,4,3.06,118.6,3137,0.426,0.3964,85,350,168,100.4,0.0007
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,168,98.9,0.0007
4,6,3.07,119.5,3088,0.4308,0.401,85,350,168,99.1,0.0006
4,7,3.07,122,3186,0.4247,0.3993,85,350,168,99.7,0.0006
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,168,99.4,0.0006
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,168,99.6,0.0008
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,168,99.8,0.0004
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,168,99.1,0.0008
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,168,100.5,0.0005
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,168,99.6,0.0007
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,168,99,0.0005
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,168,100.4,0.001
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,168,99.8,0.0006
4,17,3.11,119.4,3056,0.4391,0.415,85,350,168,99,0.0009
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,168,100.3,0.0007
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,168,99.1,0.0007
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,168,99.4,0.0006
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,168,99.3,0.0006
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,168,99.3,0.0006
4,23,3.05,108.8,3032,0.433,0.3992,85,350,168,99.4,0.0007
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,168,99.3,0.0006
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,168,99.3,0.0007
4,1,3.11,122.6,3044,0.441,0.4176,85,350,1008,98.6,0.0013
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,1008,100.5,0.0011
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,1008,98.7,0.0012
4,4,3.06,118.6,3137,0.426,0.3964,85,350,1008,100.2,0.0011
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,1008,98.7,0.0013
4,6,3.07,119.5,3088,0.4308,0.401,85,350,1008,98.9,0.0013
4,7,3.07,122,3186,0.4247,0.3993,85,350,1008,99.7,0.0011
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,1008,98.8,0.0009
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,1008,99,0.0011
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,1008,98.7,0.0007
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,1008,99.6,0.0009
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,1008,100.5,0.0008
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,1008,99,0.0009
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,1008,98.9,0.0009
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,1008,100.3,0.0012
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,1008,98.5,0.0008
4,17,3.11,119.4,3056,0.4391,0.415,85,350,1008,98.6,0.0011
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,1008,99.9,0.0009
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,1008,99.3,0.0009
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,1008,98.9,0.0008
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,1008,99.6,0.0009
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,1008,99.6,0.0009
4,23,3.05,108.8,3032,0.433,0.3992,85,350,1008,99.1,0.0009
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,1008,99.5,0.0009
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,1008,99.8,0.0009
4,1,3.11,122.6,3044,0.441,0.4176,85,350,1512,98.4,0.0013
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,1512,98.8,0.0011
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,1512,98.3,0.0013
4,4,3.06,118.6,3137,0.426,0.3964,85,350,1512,99.6,0.001
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,1512,98.8,0.0011
4,6,3.07,119.5,3088,0.4308,0.401,85,350,1512,98.4,0.0012
4,7,3.07,122,3186,0.4247,0.3993,85,350,1512,98.5,0.001
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,1512,98.4,0.001
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,1512,99.2,0.0012
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,1512,98.8,0.0008
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,1512,99.6,0.001
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,1512,100.4,0.0009
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,1512,99,0.0011
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,1512,98.2,0.001
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,1512,100.5,0.0014
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,1512,98.6,0.001
4,17,3.11,119.4,3056,0.4391,0.415,85,350,1512,98.6,0.0013
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,1512,99.8,0.001
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,1512,99.8,0.001
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,1512,99.1,0.0009
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,1512,99.6,0.001
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,1512,99.2,0.001
4,23,3.05,108.8,3032,0.433,0.3992,85,350,1512,99,0.0011
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,1512,99.7,0.001
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,1512,99.4,0.001
4,1,3.11,122.6,3044,0.441,0.4176,85,350,2016,98.4,0.0014
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,2016,99.4,0.0011
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,2016,98.5,0.0013
4,4,3.06,118.6,3137,0.426,0.3964,85,350,2016,99.8,0.0011
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,2016,98.9,0.0013
4,6,3.07,119.5,3088,0.4308,0.401,85,350,2016,98.6,0.0013
4,7,3.07,122,3186,0.4247,0.3993,85,350,2016,99.1,0.0011
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,2016,98.7,0.001
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,2016,98.2,0.0013
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,2016,98.5,0.0009
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,2016,99,0.0011
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,2016,99.5,0.001
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,2016,98.4,0.0011
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,2016,98.5,0.0011
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,2016,99,0.0014
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,2016,98.5,0.0011
4,17,3.11,119.4,3056,0.4391,0.415,85,350,2016,98.3,0.0014
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,2016,98.9,0.001
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,2016,98.7,0.0011
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,2016,98.8,0.0009
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,2016,99.9,0.0011
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,2016,99.9,0.0011
4,23,3.05,108.8,3032,0.433,0.3992,85,350,2016,99.9,0.0011
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,2016,100.1,0.001
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,2016,99.5,0.001
4,1,3.11,122.6,3044,0.441,0.4176,85,350,2520,98.1,0.0015
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,2520,98.5,0.0012
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,2520,98.2,0.0014
4,4,3.06,118.6,3137,0.426,0.3964,85,350,2520,99.3,0.0013
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,2520,98.3,0.0013
4,6,3.07,119.5,3088,0.4308,0.401,85,350,2520,98.2,0.0014
4,7,3.07,122,3186,0.4247,0.3993,85,350,2520,98.3,0.0011
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,2520,98.3,0.0014
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,2520,98.1,0.0013
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,2520,98.1,0.001
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,2520,98.8,0.0011
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,2520,99.1,0.001
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,2520,98.6,0.0012
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,2520,98.5,0.0012
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,2520,99,0.0015
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,2520,98.5,0.0011
4,17,3.11,119.4,3056,0.4391,0.415,85,350,2520,98.4,0.0014
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,2520,98.6,0.0011
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,2520,98.9,0.0011
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,2520,99.4,0.0009
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,2520,99.8,0.0013
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,2520,99.9,0.0014
4,23,3.05,108.8,3032,0.433,0.3992,85,350,2520,99.7,0.0014
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,2520,99.8,0.0012
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,2520,98.7,0.0011
4,1,3.11,122.6,3044,0.441,0.4176,85,350,3024,99.3,0.0015
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,3024,99.2,0.0013
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,3024,98.2,0.0015
4,4,3.06,118.6,3137,0.426,0.3964,85,350,3024,100.3,0.0013
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,3024,98.5,0.0015
4,6,3.07,119.5,3088,0.4308,0.401,85,350,3024,98.4,0.0014
4,7,3.07,122,3186,0.4247,0.3993,85,350,3024,99,0.0012
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,3024,98.8,0.0014
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,3024,98.5,0.0015
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,3024,98.1,0.0011
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,3024,99.2,0.0013
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,3024,99.6,0.0012
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,3024,98.7,0.0014
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,3024,98.1,0.0013
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,3024,99.5,0.0016
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,3024,98,0.0013
4,17,3.11,119.4,3056,0.4391,0.415,85,350,3024,98.2,0.0016
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,3024,99.2,0.0012
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,3024,100.3,0.0013
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,3024,99.6,0.001
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,3024,100.1,0.0013
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,3024,100,0.0013
4,23,3.05,108.8,3032,0.433,0.3992,85,350,3024,99.9,0.0013
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,3024,99.9,0.0012
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,3024,99.4,0.0012
4,1,3.11,122.6,3044,0.441,0.4176,85,350,3528,98.7,0.0016
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,3528,98.9,0.0013
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,3528,98.4,0.0016
4,4,3.06,118.6,3137,0.426,0.3964,85,350,3528,99.7,0.0015
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,3528,98.4,0.0017
4,6,3.07,119.5,3088,0.4308,0.401,85,350,3528,98.1,0.0015
4,7,3.07,122,3186,0.4247,0.3993,85,350,3528,98.6,0.0012
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,3528,98.8,0.0013
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,3528,98.3,0.0015
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,3528,98,0.0011
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,3528,99.6,0.0012
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,3528,99.3,0.0013
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,3528,98.8,0.0015
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,3528,98.3,0.0012
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,3528,99.4,0.0016
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,3528,98.3,0.0013
4,17,3.11,119.4,3056,0.4391,0.415,85,350,3528,98.6,0.0017
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,3528,99,0.0014
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,3528,98.1,0.0013
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,3528,99.1,0.001
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,3528,99.4,0.0013
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,3528,99.5,0.0013
4,23,3.05,108.8,3032,0.433,0.3992,85,350,3528,99.3,0.0014
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,3528,99.3,0.0012
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,3528,98.1,0.0012
4,1,3.11,122.6,3044,0.441,0.4176,85,350,4032,99,0.0017
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,4032,98.8,0.0014
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,4032,97.9,0.0016
4,4,3.06,118.6,3137,0.426,0.3964,85,350,4032,100,0.0014
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,4032,98.3,0.0016
4,6,3.07,119.5,3088,0.4308,0.401,85,350,4032,98.4,0.0015
4,7,3.07,122,3186,0.4247,0.3993,85,350,4032,98.9,0.0013
4,8,3.08,117.7,3157,0.4248,0.3961,85,350,4032,98.1,0.0014
4,9,3.11,121.2,3040,0.4399,0.4146,85,350,4032,98.5,0.0016
4,10,3.06,122.1,3152,0.4257,0.3976,85,350,4032,98.3,0.0012
4,11,3.09,118.8,3034,0.4409,0.4159,85,350,4032,99.4,0.0014
4,12,3.09,114.9,3079,0.4309,0.4002,85,350,4032,99.9,0.0012
4,13,3.07,118.3,3083,0.4317,0.4025,85,350,4032,98.6,0.0016
4,14,3.04,120.9,3147,0.4277,0.4013,85,350,4032,98.2,0.0015
4,15,3.11,119.8,3014,0.4417,0.4152,85,350,4032,100.2,0.0016
4,16,3.08,124.3,3136,0.4275,0.3996,85,350,4032,98.2,0.0013
4,17,3.11,119.4,3056,0.4391,0.415,85,350,4032,98.4,0.0017
4,18,3.06,114.9,3127,0.4276,0.3987,85,350,4032,99.3,0.0014
4,19,3.04,112.8,3036,0.4325,0.3984,85,350,4032,98.9,0.0012
4,20,3.05,108.8,3070,0.4301,0.3974,85,350,4032,99.3,0.001
4,21,3.06,108.4,3023,0.4334,0.3988,85,350,4032,99.5,0.0012
4,22,3.07,108.3,3024,0.4331,0.3985,85,350,4032,99.6,0.0014
4,23,3.05,108.8,3032,0.433,0.3992,85,350,4032,99.3,0.0013
4,24,3.07,109.7,3031,0.4328,0.3984,85,350,4032,99.3,0.0012
4,25,3.08,113.6,3060,0.4304,0.3968,85,350,4032,99.3,0.0011
4,1,3.11,122.6,3044,0.441,0.4176,85,350,4536,98.3,0.0016
4,2,3.08,120.3,3115,0.4271,0.3962,85,350,4536,98.9,0.0013
4,3,3.1,119.3,3014,0.4419,0.4156,85,350,4536,97.7,0.0015
4,4,3.06,118.6,3137,0.426,0.3964,85,350,4536,99,0.0015
4,5,3.08,114.3,3014,0.4346,0.4003,85,350,4536,98.2,0.0014
4,6,3.07,119.5,3088,0.4308,0.401,85,350,4536,97.6,0.0015
4,7,3.07,122,3186,0.4247,0.3993,85,350,4536,98.8,0.0013
